Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,IntroAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,StillEffect,ChargedShotEffect,DisableHeadRotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RollerWhite,Roller,stu_geo.scw,,,stu_portrait.scw,emz_intro_pose.scw,,StuIdle,StuWalk,StuAttack,StuIdle,StuRecoil,StuRecoil,StuIdle,,,StuPushback,StuWin,StuWinloop,StuLose,StuLoseloop,StuIdle,StuWin,StuWinloop,StuWin,StuIdle,StuIdle,StuPortrait,,,,,,,,,,,,,,,,,,,stu_def_lobby,,,true,,,,,,,,,stu_def_ulti_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_def_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RollerPunk,Roller,stu_punk_geo.scw,,,stu_portrait.scw,emz_intro_pose.scw,,RollerPunkIdle,RollerPunkWalk,RollerPunkAttack,RollerPunkIdle,RollerPunkRecoil,RollerPunkRecoil,RollerPunkIdle,,,RollerPunkPushback,RollerPunkWin,RollerPunkWinloop,RollerPunkLose,RollerPunkLoseloop,RollerPunkIdle,RollerPunkWin,RollerPunkWinloop,RollerPunkWin,RollerPunkIdle,RollerPunkLoseEnter,RollerPunkPortrait,,,,,,,,,,,,,,,,,,,stu_def_lobby,,,true,,,,,stu_def_atk,,,,stu_def_ulti_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_def_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RollerMovie,Roller,stu_movie_geo.glb,,,stu_portrait.scw,emz_intro_pose.scw,,StuIdle,StuWalk,StuAttack,StuIdle,StuRecoil,StuRecoil,StuIdle,,,StuPushback,StuWin,StuWinloop,StuLose,StuLoseloop,StuIdle,StuWin,StuWinloop,StuWin,StuIdle,StuLoseEnter,StuPortrait,,,,,,,,,,,,,,,,,,,stu_def_lobby,,,true,,,,,stu_def_atk,,,,stu_def_ulti_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_def_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RollerPrince,Roller,stu_prince_geo.glb,,,stu_portrait.scw,emz_intro_pose.scw,,StuIdle,StuWalk,StuAttack,StuIdle,StuRecoil,StuRecoil,StuIdle,,,StuPushback,StuWin,StuWinloop,StuLose,StuLoseloop,StuIdle,StuWin,StuWinloop,StuWin,StuIdle,StuLoseEnter,StuPortrait,,,,,,,,,,,,,,,,,,,stu_def_lobby,,,true,,,,,stu_def_atk,,,,stu_def_ulti_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_def_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedBoosterDefault,SpeedBooster,stu_tire_geo.scw,,,,,,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,,SpeedBoosterDefaultIdle,,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightDefault,Knight,ash_geo.scw,,,ash_portrait.scw,emz_intro_pose.scw,,AshIdle,AshWalk,AshAttack,AshSuper,AshRecoil,,AshSuperRecoil,,,AshPushback,AshWin,AshWinloop,AshLose,AshLoseloop,AshIdle,AshWin,AshWinloop,AshWin,AshIdle,AshIdle,AshIdle,AshIdle,,,,,,AshStill,AshStill,AshWin,AshWinLoop,AshLose,AshLoseLoop,AshWinLoop,AshWin,AshWinLoop,AshWin,AshStill,AshStill,,,,true,true,,,,ash_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightNinja,Knight,ash_ninja_geo.scw,,,ash_portrait.scw,emz_intro_pose.scw,,AshIdle,AshWalk,AshAttack,AshSuper,AshRecoil,,AshSuperRecoil,,,AshPushback,AshNinjaWin,AshNinjaWinloop,AshNinjaLose,AshNinjaLoseloop,AshIdle,AshNinjaWin,AshNinjaWinloop,AshNinjaWin,AshIdle,AshIdle,AshIdle,AshIdle,,,,,,Ash002Still,Ash002Still,Ash002Win,Ash002WinLoop,Ash002Lose,Ash002LoseLoop,Ash002WinLoop,Ash002Win,Ash002WinLoop,Ash002Win,Ash002Still,Ash002Still,,,,true,true,Ash002Projectile,,Ash002UltiProjectile,ash_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightPaint,Knight,ash_geo.scw,,,ash_portrait.scw,emz_intro_pose.scw,,AshIdle,AshWalk,AshAttack,AshSuper,AshRecoil,,AshSuperRecoil,,,AshPushback,AshWin,AshWinloop,AshLose,AshLoseloop,AshIdle,AshWin,AshWinloop,AshWin,AshIdle,AshIdle,AshIdle,AshIdle,,,,,,,,,,,,,,,,,,,,,true,true,AshPaintProjectile,,AshPaintUltiProjectile,ash_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightPizza,Knight,ash_pizza_geo.glb,,,ash_portrait.scw,emz_intro_pose.scw,,AshIdle,AshWalk,AshAttack,AshSuper,AshRecoil,,AshSuperRecoil,,,AshPushback,AshWin,AshWinloop,AshLose,AshLoseloop,AshIdle,AshWin,AshWinloop,AshWin,AshIdle,AshIdle,AshIdle,AshIdle,,,,,,AshStill,AshStill,AshWin,AshWinLoop,AshLose,AshLoseLoop,AshWinLoop,AshWin,AshWinLoop,AshWin,AshStill,AshStill,,,,true,true,,,,ash_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightPetDefault,KnightPet,ash_pet_geo.scw,,,,,,KnightPetDefaultIdle,KnightPetDefaultIdle,KnightPetDefaultIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightPetNinja,KnightPet,ash_ninja_pet_geo.scw,,,,,,KnightPetDefaultIdle,KnightPetDefaultIdle,KnightPetDefaultIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightPetPizza,KnightPet,ash_pizza_pet_geo.glb,,,,,,KnightPetPizzaIdle,KnightPetPizzaIdle,KnightPetPizzaIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnakeOilDefault,SnakeOil,byron_geo.scw,,piper_gadget_pistol_geo.scw,penny_base_cam.scw,emz_intro_pose.scw,,ArtilleryGalIdle,ArtilleryGalWalk,ArtilleryGalPrimary,ArtilleryGalUltiAttack,ArtilleryGalRecoil,,ArtilleryGalUltiRecoil,,ArtilleryGalReload,ArtilleryGalPushback,ArtilleryGalWin,ArtilleryGalWinloop,ArtilleryGalLose,ArtilleryGalLoseloop,ArtilleryGalIdle,ArtilleryGalWin,ArtilleryGalWinloop,ArtilleryGalWin,ArtilleryGalIdle,ArtilleryGalIdle,ArtilleryGalProfile,ArtilleryGalProfile,,,,SniperGadgetPistolAttack,SniperGadgetPistolRecoil,ByronWin,ByronWin,ByronWin,ByronWinLoop,ByronLose,ByronLoseLoop,ByronWinLoop,ByronWin,ByronWinLoop,ByronWin,ByronStill,ByronStill,,,,true,true,,,,byron_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RopeDudeDefault,RopeDude,buzz_geo.scw,,,buzz_portrait.glb,emz_intro_pose.scw,,BuzzIdle,BuzzWalk,BuzzAttack,BuzzSuperThrow,,,BuzzSuperThrowRecoil,BuzzSuperJump,BuzzIdle,BuzzIdle,BuzzWin,BuzzWinloop,BuzzLose,BuzzLoseloop,BuzzWinloop,BuzzWin,BuzzWinloop,BuzzWin,BuzzIdle,BuzzIdle,BuzzPortrait,BuzzIdle,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,buzz_def_atk,buzz_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RopeDudePunk,RopeDude,buzz_punk_geo.scw,,,buzz_punk_portrait.glb,emz_intro_pose.scw,,RopeDudePunkIdle,RopeDudePunkWalk,RopeDudePunkAttack,RopeDudePunkSuperThrow,,,RopeDudePunkSuperThrowRecoil,RopeDudePunkSuperJump,RopeDudePunkIdle,RopeDudePunkIdle,RopeDudePunkWin,RopeDudePunkWinloop,RopeDudePunkLose,RopeDudePunkLoseloop,RopeDudePunkWinloop,RopeDudePunkWin,RopeDudePunkWinloop,RopeDudePunkWin,RopeDudePunkHappyEnter,RopeDudePunkIdle,RopeDudePunkPortrait,RopeDudePunkIdle,,,,,,,,,,,,,,,,,,,,,true,true,Buzz002Projectile,,Buzz002UltiProjectile,,,,buzz_002_atk,buzz_def_ulti_dog,,,,,,,,,,,,,,,,,Buzz_Hurt_VO_Punk,Buzz_Die_VO_Punk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechaDudeDefault,MechaDude,meg_geo.scw,,,meg_portrait.glb,emz_intro_pose.scw,,MegIdle,MegWalk,MegAttack,MegSuper,MegRecoil,,MegSuperRecoil,,MegReload,BeaPushback,MegWin,MegWinloop,MegLose,MegLoseloop,MegIdle,MegWin,MegWinloop,MegWin,MegIdle,MegLose,MegPortrait,MegPortrait,,,,,,MegStill,MegStill,MegWin,MegWinLoop,MegLose,MegLoseLoop,MegWinLoop,MegWin,MegWinLoop,MegWin,MegStill,MegStill,,,,true,true,,,,mecha_def_atk1,bea_def_ulti,,,mecha_def_ulti1_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea_def_atk_charged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechaDudeBigDefault,MechaDudeBig,meg_mecha_geo.scw,,,darryl_base_cam.scw,emz_intro_pose.scw,,MegMechaIdle,MegMechaWalk,MegMechaAttack,MegMechaSuper,MegMechaRecoilL,MegMechaRecoilR,MegMechaSuperRecoil,,DarrylDroidReload,DarrylDroidPushback,MegMechaIdle,MegMechaIdle,MegMechaIdle,MegMechaIdle,MegMechaWin,MegMechaWin,MegMechaWin,MegMechaWin,MegMechaIdle,MegMechaIdle,MegMechaWin,MegMechaWin,,,,,,,,,,,,,,,,,,,,,true,,,,,mecha_def_atk2,mecha_def_ulti,,,,,,mecha_def_ulti1_spawnEnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechaDudeDefaultAddon,,meg_geo.scw,,,,,,MegAddonIdle,MegAddonWalk,MegAddonAttack,MegAddonSuper,MegAddonRecoilL,MegAddonRecoilR,MegAddonSuperRecoil,,,BeaPushback,MegAddonIdle,MegAddonIdle,MegAddonIdle,MegAddonIdle,BeaIdle,BeaWin,BeaWinloop,BeaWin,MegAddonIdle,MegAddonIdle,BeaPortrait,BeaPortrait,,,,,,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,MegStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrossBomberDefault,CrossBomber,grom_geo.scw,,,grom_portrait.glb,emz_intro_pose.scw,,GromIdle,GromWalk,GromAttack,GromSecondary,GromRecoil,,GromSecondary,,,GromPushback,GromWin,GromWinloop,GromLose,GromLoseloop,GromIdle,GromWin,GromWinloop,GromWin,GromIdle,GromIdle,GromProfile,GromProfile,,,,,,GromStill,GromStill,GromWin,GromWinLoop,GromLose,GromLoseLoop,GromWinLoop,GromWin,GromWinLoop,GromWin,GromStill,GromStill,,,,true,true,,,,grom_def_atk,grom_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StickyBombDefault,StickyBomb,squeak_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,FrankReloading,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,FrankIdle,FrankIdle,FrankProfile,FrankIntro,,,,,,SqueakStill,SqueakStill,SqueakWin,SqueakWinLoop,SqueakLose,SqueakLoseLoop,SqueakWinLoop,SqueakWin,SqueakWinLoop,SqueakWin,SqueakStill,SqueakStill,,,,true,true,,,,sticky_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuplicatorDefault,Duplicator,lolla_geo.scw,,,lolla_portrait.glb,emz_intro_pose.scw,,LollaIdle,LollaWalk,LollaAttack,LollaSuper,LollaRecoil,,LollaSuperRecoil,,,LollaPushback,LollaWin,LollaWinloop,LollaLose,LollaLoseloop,LollaIdle,LollaWin,LollaWinloop,LollaWin,LollaIdle,LollaIdle,LollaPortrait,LollaIdle,,,,,,LollaStill,LollaStill,LollaWin,LollaWinLoop,LollaLose,LollaLoseLoop,LollaWinLoop,LollaWin,LollaWinLoop,LollaWin,LollaStill,LollaStill,,,,true,true,DuplicatorProjectile,,DuplicatorUltiProjectile,lolla_def_atk,lolla_def_ulti,,,true,lolla_def_atk_use,,,,lolla_def_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuplicatorChola,Duplicator,lolla_chola_geo.scw,,,lolla_chola_portrait.scw,emz_intro_pose.scw,,DuplicatorCholaIdle,DuplicatorCholaWalk,DuplicatorCholaAttack,DuplicatorCholaSuper,DuplicatorCholaRecoil,,DuplicatorCholaSuperRecoil,,,DuplicatorCholaPushback,DuplicatorCholaWin,DuplicatorCholaWinloop,DuplicatorCholaLose,DuplicatorCholaLoseloop,DuplicatorCholaIdle,DuplicatorCholaWin,DuplicatorCholaWinloop,DuplicatorCholaWin,DuplicatorCholaIdle,DuplicatorCholaIdle,DuplicatorCholaPortrait,DuplicatorCholaIdle,,,,,,Lolla002Still,Lolla002Still,Lolla002Win,Lolla002WinLoop,Lolla002Lose,Lolla002LoseLoop,Lolla002WinLoop,Lolla002Win,Lolla002WinLoop,Lolla002Win,Lolla002Still,Lolla002Still,,,,true,true,Lolla002Projectile,,Lolla002UltiProjectile,lolla_002_atk,lolla_def_ulti,,,true,lolla_def_ulti_spawn,,,,lolla_def_ulti_spawn,,,,,,,,,,,,,,,,,,,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuplicatorStarr,Duplicator,lolla_starr_geo.glb,,,lolla_portrait.glb,emz_intro_pose.scw,,LollaIdle,LollaWalk,LollaAttack,LollaSuper,LollaRecoil,,LollaSuperRecoil,,,LollaPushback,LollaWin,LollaWinloop,LollaLose,LollaLoseloop,LollaIdle,LollaWin,LollaWinloop,LollaWin,LollaIdle,LollaIdle,LollaPortrait,LollaIdle,,,,,,,,,,,,,,,,,,,,,true,true,LollaStarrProjectile,,DuplicatorUltiProjectile,lolla_def_atk,lolla_def_ulti,,,true,lolla_def_atk_use,,,,lolla_def_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuplicatorVillain,Duplicator,lolla_starforce_geo.scw,,,lolla_portrait.glb,emz_intro_pose.scw,,DuplicatorVillainIdle,DuplicatorVillainWalk,DuplicatorVillainAttack,DuplicatorVillainSuper,DuplicatorVillainRecoil,,DuplicatorVillainSuperRecoil,,,DuplicatorVillainPushback,DuplicatorVillainWin,DuplicatorVillainWinloop,DuplicatorVillainLose,DuplicatorVillainLoseloop,DuplicatorVillainIdle,DuplicatorVillainWin,DuplicatorVillainWinloop,DuplicatorVillainWin,DuplicatorVillainIdle,DuplicatorVillainIdle,DuplicatorVillainPortrait,DuplicatorVillainWinloop,,,,,,Lolla003Still,Lolla003Still,Lolla003Win,Lolla003WinLoop,Lolla003Lose,Lolla003LoseLoop,Lolla003WinLoop,Lolla003Win,Lolla003WinLoop,Lolla003Win,Lolla003Still,Lolla003Still,,,,true,true,Lolla003Projectile,,Lolla003UltiProjectile,lolla_003_atk,lolla_003_ulti,,,true,lolla_def_atk_use,,,,lolla_def_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuplicatorCholaPet,DuplicatorPet,lolla_chola_geo.scw,,,lolla_chola_portrait.scw,emz_intro_pose.scw,,DuplicatorCholaIdle,DuplicatorCholaWalk,DuplicatorCholaAttack,DuplicatorCholaSuper,DuplicatorCholaRecoil,,DuplicatorCholaSuperRecoil,,,DuplicatorCholaPushback,DuplicatorCholaWin,DuplicatorCholaWinloop,DuplicatorCholaLose,DuplicatorCholaLoseloop,DuplicatorCholaIdle,DuplicatorCholaWin,DuplicatorCholaWinloop,DuplicatorCholaWin,DuplicatorCholaIdle,DuplicatorCholaIdle,DuplicatorCholaPortrait,DuplicatorCholaIdle,,,,,,Lolla002Still,Lolla002Still,Lolla002Win,Lolla002WinLoop,Lolla002Lose,Lolla002LoseLoop,Lolla002WinLoop,Lolla002Win,Lolla002WinLoop,Lolla002Win,Lolla002Still,Lolla002Still,,,,true,true,Lolla002Projectile,,Lolla002UltiProjectile,lolla_002_atk,lolla_def_ulti,,,true,lolla_002_atk_use,,,,lolla_def_ulti_spawn,,,,,,,,,,,,,,,,,,,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuplicatorStarrPet,DuplicatorPet,lolla_starr_geo.glb,,,lolla_portrait.glb,emz_intro_pose.scw,,LollaIdle,LollaWalk,LollaAttack,LollaSuper,LollaRecoil,,LollaSuperRecoil,,,LollaPushback,LollaWin,LollaWinloop,LollaLose,LollaLoseloop,LollaIdle,LollaWin,LollaWinloop,LollaWin,LollaIdle,LollaIdle,LollaPortrait,LollaIdle,,,,,,,,,,,,,,,,,,,,,true,true,LollaStarrProjectile,,DuplicatorUltiProjectile,lolla_def_atk,lolla_def_ulti,,,true,lolla_def_atk_use,,,,lolla_def_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuplicatorPetStarrForce,DuplicatorPet,lolla_starforce_geo.scw,,,lolla_portrait.glb,emz_intro_pose.scw,,DuplicatorVillainIdle,DuplicatorVillainWalk,DuplicatorVillainAttack,DuplicatorVillainSuper,DuplicatorVillainRecoil,,DuplicatorVillainSuperRecoil,,,DuplicatorVillainPushback,DuplicatorVillainWin,DuplicatorVillainWinloop,DuplicatorVillainLose,DuplicatorVillainLoseloop,DuplicatorVillainIdle,DuplicatorVillainWin,DuplicatorVillainWinloop,DuplicatorVillainWin,DuplicatorVillainIdle,DuplicatorVillainIdle,DuplicatorVillainPortrait,DuplicatorVillainWinloop,,,,,,Lolla003Still,Lolla003Still,Lolla003Win,Lolla003WinLoop,Lolla003Lose,Lolla003LoseLoop,Lolla003WinLoop,Lolla003Win,Lolla003WinLoop,Lolla003Win,Lolla003Still,Lolla003Still,,,,true,true,Lolla003Projectile,,Lolla003UltiProjectile,lolla_003_atk,lolla_003_ulti,,,true,lolla_003_atk_use,,,,lolla_def_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KickerDudeDefault,KickerDude,fang_geo.scw,,,fang_portrait.glb,emz_intro_pose.scw,,FangIdle,FangWalk,FangAttack,FangSuper,FangRecoil,,,,,FangIdle,FangWin,FangWinloop,FangLose,FangLoseloop,FangIdle,FangWin,FangWinloop,FangWin,FangIdle,FangIdle,FangPortrait,FangIdle,,,,,,FangStill,FangStill,FangWin,FangWinLoop,FangLose,FangLoseLoop,FangWinloop,FangWin,FangWinLoop,FangWin,FangStill,FangStill,,,,,,,,,,,,true,true,,fang_hit_melee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KickerDudeFireball,KickerDude,fang_fire.scw,,,edgar_base_cam.scw,emz_intro_pose.scw,,KickerDudeFuriousIdle,KickerDudeFuriousWalk,KickerDudeFuriousAttack,KickerDudeFuriousSuper,KickerDudeFuriousRecoil,,,,KickerDudeFuriousIdle,KickerDudeFuriousIdle,KickerDudeFuriousWin,KickerDudeFuriousWinloop,KickerDudeFuriousLose,KickerDudeFuriousLoseloop,KickerDudeFuriousIdle,KickerDudeFuriousWin,KickerDudeFuriousWinloop,KickerDudeFuriousWin,KickerDudeFuriousIdle,KickerDudeFuriousIdle,KickerDudeFuriousIdle,KickerDudeFuriousIdle,,,,,,Fang002Still,Fang002Still,Fang002Win,Fang002WinLoop,Fang002Lose,Fang002LoseLoop,Fang002Still,Fang002Win,Fang002WinLoop,Fang002Win,Fang002Still,Fang002Still,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GromStationDefault,CrossBomberVisionTower,8bit_turret_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,8bitTurretSpawn,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonGirlDefault,CannonGirl,clyde_geo.scw,,,clyde_portrait_cam.glb,emz_intro_pose.scw,,CannonGirlDefaultIdle,CannonGirlDefaultWalk,CannonGirlDefaultAttack,,CannonGirlDefaultAttackRecoil,,,,CannonGirlDefaultReload,CannonGirlDefaultPushback,CannonGirlDefaultWin,CannonGirlDefaultWinloop,CannonGirlDefaultLose,CannonGirlDefaultLoseloop,CannonGirlDefaultIdle,CannonGirlDefaultWin,CannonGirlDefaultWinloop,CannonGirlDefaultWin,CannonGirlDefaultIdle,CannonGirlDefaultIdle,CannonGirlDefaultProfile,CannonGirlDefaultProfile,,,,,,BonnieStill,BonnieStill,BonnieWin,BonnieWinLoop,BonnieLose,BonnieLoseLoop,BonnieWinLoop,BonnieWin,BonnieWinLoop,BonnieWin,BonnieStill,BonnieStill,bonnie_def_lobby,,,true,,,,,bonnie_def_atk,,,,,,,,,,,,CannonGirlExplosion,,,,,,,,,,,,,,,,,,,BonnieTeethExplosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonGirlSmallDefault,CannonGirlSmall,bonnie_geo.glb,,,clyde_portrait_cam.glb,emz_intro_pose.scw,,CannonGirlSmallDefaultIdle,CannonGirlSmallDefaultWalk,CannonGirlSmallDefaultAttack,,CannonGirlSmallDefaultRecoil,CannonGirlSmallDefaultRecoil2,,CannonGirlSmallDefaultLouchadorSecondary,CannonGirlSmallDefaultReload,CannonGirlSmallDefaultPushback,CannonGirlSmallDefaultWin,CannonGirlSmallDefaultWinloop,CannonGirlSmallDefaultLose,CannonGirlSmallDefaultLoseloop,CannonGirlSmallDefaultIdle,CannonGirlSmallDefaultWin,CannonGirlSmallDefaultWinloop,CannonGirlSmallDefaultWin,CannonGirlSmallDefaultIdle,CannonGirlSmallDefaultIdle,CannonGirlSmallDefaultProfile,CannonGirlSmallDefaultProfile,CannonGirlSmallDefaultAttack,CannonGirlSmallDefaultRecoil,,,,BonnieStill,BonnieStill,BonnieWin,BonnieWinLoop,BonnieLose,BonnieLoseLoop,BonnieWinLoop,BonnieWin,BonnieWinLoop,BonnieWin,BonnieStill,BonnieStill,,,,,,,,,bonnie_def_atk_small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannonGirlVillain,CannonGirl,clyde_villain_geo.scw,,,clyde_villain_portrait.glb,emz_intro_pose.scw,,CannonGirlVillainIdle,CannonGirlVillainWalk,CannonGirlVillainAttack,,CannonGirlVillainAttackRecoil,,,,CannonGirlVillainReload,CannonGirlVillainPushback,CannonGirlVillainWin,CannonGirlVillainWinloop,CannonGirlVillainLose,CannonGirlVillainLoseloop,CannonGirlVillainIdle,CannonGirlVillainWin,CannonGirlVillainWinloop,CannonGirlVillainWin,CannonGirlVillainIdle,CannonGirlVillainIdle,CannonGirlVillainProfile,CannonGirlVillainProfile,,,,,,Bonnie002Still,Bonnie002Still,Bonnie002Win,Bonnie002WinLoop,Bonnie002Lose,Bonnie002LoseLoop,Bonnie002WinLoop,Bonnie002Win,Bonnie002WinLoop,Bonnie002Win,Bonnie002Still,Bonnie002Still,bonnie_002_lobby,,,true,,Bonnie002Projectile,,,bonnie_002_atk,,,,,,,,,,,,Bonnie002GirlExplosion,,,,,,,,,,,,,,,,,,,BonnieTeethExplosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
